features	1	2	3	4	5	mean	rank	sd
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_singulare	0.00161424729106987	0.041708192664467	-0.0124232030259218	0.0189404031047235	0.0174546445661879	0.0134588569201053	101	0.0203360175661211
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Chryseobacterium.s__Chryseobacterium_sp_VAUSW3	0.00303422001164645	0.0150892189419776	8.72770562770526e-05	0.0499488192829065	-0.00109743528401423	0.0134124200017587	102	0.021409825414303
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_macacae	0.00631227577633926	0.010279970046083	0.0240820541852912	0.0301114737585883	-0.00493997695852534	0.0131691593615553	103	0.0140484730150908
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Nocardiaceae.g__Rhodococcus.s__Rhodococcus_erythropolis	-0.0236489998868851	0.0140702432240049	0.0252623575374079	0.0147459864525443	0.0344102280025797	0.0129679630659304	104	0.0221139165777562
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Lautropia.s__Lautropia_mirabilis	0.00617600897113972	0.0158311768017966	0.00708526576697701	-0.00143210272287327	0.0359209204937461	0.0127162538621572	105	0.0143424032384986
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Sfi21dt1virus.s__Streptococcus_virus_phiAbc2	0.0150848421666395	0.0164368121486651	0.0332322510957568	-0.00105343936930436	-0.000884754928880184	0.0125631422225754	106	0.0142726450155539
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_ursingii	-0.0109916002149073	-0.00910192224237695	0.0274010210948515	0.0368390675592211	0.0184594238078532	0.0125211980009283	107	0.0216127361172161
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Enterobacteria_phage_mEp237	-0.00957370900499352	0.00803486094155428	0.0382599598378257	0.00412247823860727	0.0174481220308817	0.0116583424087751	108	0.0177615207111156
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Podoviridae.g__P22virus.s__Enterobacteria_phage_IME10	0.0121448767611018	0.000508018931710616	0.00681219958039928	0.0310096013923289	0.000600263188401637	0.0102149919707885	109	0.0125935257919559
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Kocuria.s__Kocuria_kristinae	0.0300697570184599	0.0145336795391651	-0.00371228070175439	0.00296727272727274	0.00640018372252748	0.0100517224611342	110	0.0129786420037572
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Myoviridae.g__Myoviridae_unclassified.s__Pseudomonas_phage_PaBG	0.000796224002916322	0.0831373038412131	-0.0443672872758585	-0.0108882740761431	0.0213028983921385	0.00999617297685325	111	0.0473118697163162
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Tsukamurellaceae.g__Tsukamurella.s__Tsukamurella_pulmonis	0.0158395976546823	0.00527024853801169	0.00304329138603333	0.0240541708613882	0.000882225904882155	0.00981790686899955	112	0.0098152302304798
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_sicca	0.0406548301545362	-0.00461420947591895	0.0209134323859851	-0.0151408498332302	0.00698107438571085	0.00975885552341662	113	0.0218705408355719
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_elongata	-0.00381754531115326	0.00647122823501978	0.0339104224997954	0.00976910674526664	0.00212238928503483	0.00969112029079268	114	0.0144630401507743
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_haemolyticus	0.0142612031140902	-0.00337760480044895	0.0162591395054797	0.00365027690817048	0.0168363784462813	0.00952587863471457	115	0.00897532851465862
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Cutibacterium.s__Propionibacterium_humerusii	0.0349981141426465	0.0162868292572854	-0.0358636342062942	0.036215497911661	-0.00584104249445615	0.0091591529221685	116	0.0304243270855486
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Streptococcus_phage_MM1	-0.00602491978609625	0.0172676421772953	-0.000115898617511512	0.0115016006319294	0.0216374488283563	0.00885317464679465	117	0.0116517923465066
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Streptococcus_phage_PH15	0.00863549774256022	0.00322610968210141	-0.00228995145059935	0.0313496335457331	0.00290573686836815	0.0087654052776327	118	0.0132032634638468
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Ortervirales.f__Caulimoviridae.g__Solendovirus.s__Tobacco_vein_clearing_virus	0.00657591821440211	0.000354575163398692	0	0.0235076338459672	0.0131079615634938	0.00870921775745236	119	0.00985575415127477
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_cohnii	0.0186535104781939	0	0.0223458938749263	0.0156318713601372	-0.0140515540540541	0.00851594433184068	120	0.0152191282640333
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Gordoniaceae.g__Gordonia.s__Gordonia_iterans	0	0.0158547915487644	0	0.0073955773955774	0.0180800311792076	0.00826608002470989	121	0.00853399250988843
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Sfi21dt1virus.s__Streptococcus_virus_DT1	-0.00556142940690843	0.0170028404670029	0.00104681892942584	0.00782874859105085	0.0200161477555508	0.00806662526722437	122	0.0106970226036289
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Bradyrhizobiaceae.g__Bosea.s__Bosea_vaviloviae	0.0115159946236559	0.00613035155265028	0.0154668434262239	0.00759018817204301	-0.00041830065359477	0.00805701542419568	123	0.00597141172792634
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.g__Janibacter.s__Janibacter_hoylei	-0.0159213164203593	-0.00034046564334351	0.0297494622450816	0.0116355273061661	0.0140613733161517	0.00783691616073931	124	0.0170635296609426
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Mupapillomavirus.s__Mupapillomavirus_2	0.0252240442661058	0	-0.00437070037267383	0.00213064794864016	0.015077103528472	0.00761221907410881	125	0.0122217505519292
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Gammapapillomavirus.s__Gammapapillomavirus_19	0.0101540945778137	0.011056726915856	0.0118724232763269	0.00879359586389916	-0.00429754012452672	0.00751586010187379	126	0.00670199028692367
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_jensenii	0.0176872569574183	0	0.0152224360246941	0.000473684210526315	0.00409154607133083	0.0074949846527939	127	0.00837634718210583
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Lactococcus_phage_BM13	0.00482812658166717	0.000686196331981073	0.00787943876080889	0.00133391096412256	0.0214714097502128	0.0072398164777585	128	0.00846453289974681
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas.s__Pseudomonas_fragi	0.0086812030075188	0	0.0075454054054054	0.0105432098765432	0.00733333333333333	0.00682063032456015	129	0.00401959234707772
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingobium.s__Sphingobium_yanoikuyae	7.59879045803444e-05	0.0225617205147987	0.00158054054054055	0.00165953112356054	0.00538541666666666	0.00625263935002937	130	0.00932489111418766
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Gordoniaceae.g__Gordonia.s__Gordonia_jacobaea	0.0180797297297297	0.0028726559714795	0.0008187134502924	0.000603879173290935	0.00729600000000001	0.00593419566495852	131	0.00730277286806375
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Lymphocryptovirus.s__Human_gammaherpesvirus_4	-0.00544088936505604	0.0103630464106413	0.0158987237350463	-0.00248528265667158	0.0110106944019536	0.00586925850518272	132	0.0092862326657353
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_schindleri	0	0	0.000923695390436869	0.00917083905289761	0.0189970027722023	0.00581830744310736	133	0.00831534889410745
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas.s__Porphyromonas_somerae	0.0125420163831736	0.00282232822763306	0.0164041199339788	0.00259983848022217	-0.00538723775971987	0.00579621305305755	134	0.00869143147602096
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__Haemophilus_haemolyticus	0.00154187879491046	0.0170169015654269	0.0066059905872259	0.00243480775008094	0.000727495507482043	0.00566541484102525	135	0.00673729086192766
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_timonensis	0.00697365440115441	0.00193882352941176	-0.0022991202346041	0.0177474085588613	0.00381317798583106	0.00563478884813088	136	0.00755700761429045
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Arthrobacter.s__Arthrobacter_sp_Leaf234	-0.000923428571428566	0	0.0098908496732026	0.002	0.0160657387057387	0.00540663196150254	137	0.00732514917782888
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Citrobacter.s__Citrobacter_koseri	0.000235555555555557	0.0171800837300762	0.00844483799497532	-0.0124801404456767	0.0135593938631079	0.00538794613960766	138	0.0118425852500172
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Lactococcus_phage_949	0.000158730158730165	-0.0134288841624804	0.0229148244348244	0.00620356920016331	0.00880269514082879	0.00493018695441325	139	0.0132276915930907
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_simulans	0.00094444444444445	0.00519030427486309	-0.00305555555555556	0.00685350975975975	0.0142619432538787	0.00483892923547809	140	0.00652811408834027
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Herpesvirales.f__Herpesviridae.g__Rhadinovirus.s__Ateline_gammaherpesvirus_3	0.0296566134957138	0.0138838518136907	0.00673520234114896	-0.0113358069957406	-0.0153482017423441	0.00471833178249375	141	0.0185094135422683
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Myoviridae.g__Myoviridae_unclassified.s__Streptococcus_phage_EJ_1	0.00203388451544524	0.00292287945445289	0.011838300140972	0.00289233943915313	0.00287892571761164	0.00451326585352697	142	0.00411191129983707
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Marmoricola.s__Marmoricola_sp_Leaf446	0.00757894736842105	0	0.00561766862170087	0.0092582023711056	0	0.00449096367224551	143	0.0042973591185093
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_odontolyticus	0.0078380557632787	0.00857018592037188	-0.0180280842323654	0.00870927316980122	0.0153279915343836	0.00448348443109401	144	0.0129439718242925
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Pseudopropionibacterium.s__Pseudopropionibacterium_propionicum	0.0102414207198031	0.00478756302521007	0.00698705161761931	0	0	0.00440320707252649	145	0.00446332795596263
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_gordonii	0.015989172163489	0.000556034482758619	0	0.00431353383458647	0.000864864864864863	0.0043447210691398	146	0.006725592173801
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Kocuria.s__Kocuria_polaris	0.00858714714714715	0	0.008	0.00458129032258064	0	0.00423368749394556	147	0.00415652403350965
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Ortervirales.f__Retroviridae.g__Alpharetrovirus.s__Avian_myelocytomatosis_virus	0.00912149247512624	0.000213143274853792	0.00505884611884612	0	0.00663514316455492	0.00420572500667621	148	0.00401321223394665
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_aureus	-0.000377769816390497	0.00392096080287369	-0.0026909718026541	0.0182217940759344	0.00129633126934985	0.00407406890582268	149	0.00826864619743197
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Ralstonia.s__Ralstonia_insidiosa	-0.0106206406615802	0.00941207987027407	0.00965078063223401	0.00324319252356433	0.00804906797282072	0.00394689606746258	150	0.0085431064680473
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Brevibacteriaceae.g__Brevibacterium.s__Brevibacterium_casei	0.0132639631024824	0.000228571428571428	-0.000922092547092539	-0.000899999999999992	0.00658538288288289	0.00365116497336883	151	0.00621203380841907
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Yersiniaceae.g__Rouxiella.s__Rouxiella_badensis	0.0102893881892933	-0.00545761655993041	-0.00160831746031747	0.00138461538461539	0.0134142221209109	0.00360445833491435	152	0.00798657761982783
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__Lactococcus_raffinolactis	0.0134983977092786	-0.00290909090909091	3.63480363480306e-06	-0.00740599883173419	0.0144834496293081	0.00353407848027929	153	0.00991009765571837
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Burkholderia.s__Burkholderia_cepacia	-0.00102113970588235	0.000411382444715784	0.00778670703254537	0.00315059422498228	0.00702138431783158	0.00346978566283853	154	0.00390108277291142
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Listeriaceae.g__Brochothrix.s__Brochothrix_thermosphacta	0.00722571565154866	-0.00426388888888889	0.00513251700680271	0.0106046575628782	-0.00190253679243152	0.00335929290798183	155	0.00625277158593141
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Hephaestia.s__Hephaestia_caeni	0.00524445019351826	0.0131535061250621	-0.0011120758923112	0.00568080224568461	-0.00687124215124214	0.00321908810414232	156	0.00757344927607342
k__Bacteria.p__Proteobacteria.c__Hydrogenophilalia.o__Hydrogenophilales.f__Hydrogenophilaceae.g__Tepidiphilus.s__Tepidiphilus_thermophilus	0.00271764705882352	0.00973937908496732	6.66666666666664e-05	0	0.00316129032258065	0.00313699662660763	157	0.00396974722962241
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_bivia	0.00516688204695369	0.0285524570486218	-0.00259905180181951	0.00857056245290138	-0.0245905012682861	0.00302006969567426	158	0.0192434257112662
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Varibaculum.s__Varibaculum_cambriense	9.48467568845643e-05	0	-5.71428571428569e-05	0.00722038821393659	0.00773793509036542	0.00299920544080874	159	0.00409407316297575
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Neomicrococcus.s__Neomicrococcus_aestuarii	0.0115760743321719	0	0	0	0.00336034090909091	0.00298728304825256	160	0.00501692355725581
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_striatum	0.00210393939393939	0.001352	0	0.00725978325954038	0.00416356871233342	0.00297585827316264	161	0.0028291147052321
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter.s__Acinetobacter_bohemicus	0.00715689300411522	0	0.000170138888888893	0.00691428571428571	0.000406349206349205	0.00292953336272781	162	0.00375205619339134
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified.s__Eubacterium_brachy	0	0.00971532193958664	0.00245714285714286	0	0.00109992010386496	0.00265447698011889	163	0.00407442067830515
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_pyruviciproducens	0.00947275131362419	0.000969696969696972	0.000873959887936266	0.000530193601356018	0.00124507042697854	0.0026183344399184	164	0.0038402495028081
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Capnocytophaga.s__Capnocytophaga_leadbetteri	-0.000926693168241542	0	0.00223854545454545	0.0049715909090909	0.0067424537815126	0.00260517939538148	165	0.00324470517661926
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Filifactor.s__Filifactor_alocis	-0.0005625	0	0.0134865900383142	0	0	0.00258481800766284	166	0.00609914126020756
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Rhizobium.s__Rhizobium_pusense	0.00313690476190476	0.00341661715191127	0.00169934640522876	0.00462237213019471	0	0.0025750480898479	167	0.00177575218131734
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Pseudomonas_phage_B3	0.00126645251990692	-0.00368620599417357	0.00899541253712904	5e-04	0.00567116420909069	0.00254936465439062	168	0.00489962412106756
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__Haemophilus_parainfluenzae	-0.0206220603971847	0.0335570061886997	-0.000226580588410677	0.0270537791580429	-0.0271192971829946	0.00252856943563051	169	0.0273257584872512
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_dispar	0.00798176714513558	0	0.00250520833333334	0.00198717948717949	0	0.00249483099312968	170	0.00327156879208711
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Leuconostoc.s__Leuconostoc_mesenteroides	-0.000620837808807735	0	-0.0039725927482104	0.00482084101873398	0.0122205317460317	0.00248958844154952	171	0.00628009920244441
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Micrococcus.s__Micrococcus_terreus	0.0105456169892199	0.00301746768976713	0.00864443428088939	-0.00121322025810889	-0.00891769176151252	0.00241532138805101	172	0.00785604282843594
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Podoviridae.g__Podoviridae_unclassified.s__Xanthomonas_citri_phage_CP2	0	0	0.00898865497076023	0	0.00267936507936509	0.00233360401002506	173	0.00389699810860451
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces.s__Actinomyces_sp_HMSC035G02	0	0.000849411764705884	0	0.00891200000000001	0.00184470588235294	0.00232122352941177	174	0.00376190745403626
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Nocardiaceae.g__Rhodococcus.s__Rhodococcus_fascians	0.00326946686946687	-0.0011875	0.00951428571428572	-7.8125e-05	0	0.00230362551675052	175	0.00436158954459574
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_durum	0.0144420921741752	-0.00696703607452216	0.0144002464801099	0.0038427374339405	-0.0142432814481371	0.00229495171311328	176	0.0128041438340136
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella.s__Gemella_asaccharolytica	0.00302884525749042	0	-0.000800202839756579	0	0.00892330420623532	0.00223038932479383	177	0.00401766111795228
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_melaninogenica	-0.0178549978357053	0.0258003608560905	0.0133293798309777	-0.00167459697302882	-0.00877528904580861	0.0021649713665051	178	0.0174535555293659
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_saprophyticus	-0.000767144216245079	0.00834940537675231	-0.00946329883512546	0.00956607142857143	0.00293778332112065	0.00212456341501477	179	0.00770432589739418
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Luteimonas.s__Luteimonas_sp_83_4	0.0056210464001147	0.00288787878787879	0	0.00208861373688959	0	0.00211950778497662	180	0.00233649029608322
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_lipophiloflavum	0.00481997990816737	-0.00170252786973375	-0.00162447478991596	0.00015789473684211	0.00882142857142857	0.00209446011135767	181	0.00460104452281834
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Rothia.s__Rothia_sp	0	0	0.0100588235294118	0	0	0.00201176470588235	182	0.00449844263708781
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Tannerella.s__Tannerella_forsythia	0	0.00623271428571429	0	0	0.00371171171171171	0.0019888851994852	183	0.00286553701400577
k__Bacteria.p__Proteobacteria.c__Hydrogenophilalia.o__Hydrogenophilales.f__Hydrogenophilaceae.g__Hydrogenophilus.s__Hydrogenophilus_thermoluteolus	-0.00648987237161501	0.00802083333333333	0.00759867549374152	0.000594594594594596	9.60849650864759e-06	0.00194676790931262	184	0.0060331622846487
k__Eukaryota.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Debaryomycetaceae.g__Candida.s__Candida_parapsilosis	0.00964705882352939	0	0	0	0	0.00192941176470588	185	0.00431429586247017
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas.s__Porphyromonas_endodontalis	0.000771836007130126	2.36233300749475e-05	0.00330311799105607	0.00781182748538011	-0.002355	0.00191108096272825	186	0.00386705310208216
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Staphylococcus_phage_StB20	0.000219999999999999	0.00239542483660131	0.000261437908496738	0.00630838630341572	0.000320945945945944	0.00190123899889194	187	0.00263058954070231
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Viruses_unclassified.f__Papillomaviridae.g__Gammapapillomavirus.s__Gammapapillomavirus_1	0.00748039473684211	0	0	0.000931612903225798	0.00095454545454546	0.00187331061892267	188	0.00316973585927846
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Nakamurellales.f__Nakamurellaceae.g__Nakamurella.s__Nakamurella_multipartita	0.0016232258064516	0	0	0	0.00722514285714286	0.00176967373271889	189	0.00312964956997891
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Erwiniaceae.g__Pantoea.s__Pantoea_dispersa	0	0	0.00393777777777778	0.0047198275862069	0	0.00173152107279693	190	0.00238705048872981
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Dermacoccaceae.g__Calidifontibacter.s__Calidifontibacter_indicus	0	0	0.00474137931034483	0.00358620689655173	0	0.00166551724137931	191	0.00231688472214213
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_testudinoris	0	0	0.00827986486486487	0	0	0.00165597297297297	192	0.00370286813646999
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter.s__Campylobacter_showae	0	0.00442514285714285	0.00376470588235294	0	0	0.00163796974789916	193	0.00225500416915253
k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Pseudomonas_phage_phi2	0	0	0	0	0.00805162738496072	0.00161032547699214	194	0.00360079723245421
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Gordoniaceae.g__Gordonia.s__Gordonia_terrae	-0.00201696240601505	-0.00169382829426125	0	0.0117447841260906	-6.25e-05	0.00159429868516287	195	0.00574830650210625
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae.g__Leptotrichia.s__Leptotrichia_hofstadii	0.00437878787878788	0	0	0	0.0033939393939394	0.00155454545454545	196	0.00215693938521193
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus.s__Paracoccus_sp_WN007	0	0.00136363636363637	0.000218738353738352	0.00571073015873016	3.78378378378343e-05	0.00146618854278854	197	0.00243786161586379
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__Haemophilus_sputorum	0	0	0.00633629010071655	0.000403040540540538	0.000498371036571378	0.00144754033556569	198	0.00274237682004146
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae.g__Neisseria.s__Neisseria_sp_oral_taxon_014	0.00711764705882353	0	0	0	0	0.00142352941176471	199	0.00318310853267617
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_lugdunensis	4.57142857142756e-05	0.00163878787878788	0.00248916666666666	0	0.00288888888888889	0.00141251154401154	200	0.00134660693082105
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified.s__Eubacterium_infirmum	0	0.00426666666666667	0.00181333333333334	0.000888888888888893	0	0.00139377777777778	201	0.00177268604170878
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium.s__Corynebacterium_xerosis	0	0	0	0.00691428571428572	0	0.00138285714285714	202	0.00309216257459971
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_buccalis	0.00434734925289764	-0.00197278911564626	0	0.00426601992933339	0.000179845670634755	0.0013640851474439	203	0.00281597991278402
